,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,categories
7641,XyQ8kIUeCuNWGzG6lzP-4Q,Fresh Pot,4001 N Mississippi Ave,Portland,OR,97227,45.5522518,-122.6757418,4.0,163,"Food, Restaurants, Breakfast & Brunch, Coffee & Tea"
8809,XjpU5zzzvY2u11UplTKhEw,Boyd Coffee Company,19730 NE Sandy Blvd,Portland,OR,97230,45.5433785,-122.4603822,4.0,11,"Kitchen & Bath, Shopping, Coffee & Tea, Home & Garden, Food"
2226,XZdGLz8a8AE579O94llSpA,Daily Cafe,902 NW 13th Ave,Portland,OR,97209,45.529529,-122.684098,4.0,355,"Italian, Breakfast & Brunch, Restaurants, Asian Fusion, Sandwiches, American (New), Cafes"
2722,XVHKUjWk2qWAqPNM6ZhB9A,Delphina's Bakery,4636 NE 42nd Ave,Portland,OR,97218,45.5574266,-122.6202279,3.5,32,"Coffee & Tea, Bakeries, Restaurants, Food, Cafes, Farmers Market"
6630,XUA4QMW3_lHPmmLwwDiZDQ,Cloud City Ice Cream,4525 SE Woodstock Blvd,Portland,OR,97206,45.4795487,-122.6159691,4.5,414,"Food, Coffee & Tea, Ice Cream & Frozen Yogurt, Desserts"
8142,XR_wlytKYonG-uN879gCrg,Beveland Street Coffee House,7357 SW Beveland Rd,Portland,OR,97223,45.4300507,-122.7528611,3.5,10,"Food, Beer, Wine & Spirits, Bagels, Coffee & Tea"
37,XR_pXsexZveacolNMbyu7Q,Café Nordstrom,701 SW Broadway,Portland,OR,97205,45.519155,-122.6803131,4.0,8,"Cafes, Diners, American (New), Restaurants"
2483,XQALtHGxiwQcWmm4w7slUw,St. Honoré Boulangerie,3333 SE Division St,Portland,OR,97202,45.504938,-122.630812,4.0,259,"Bakeries, Desserts, Cafes, Food, Restaurants"
5372,XPANbVAnWBcOqwM0GILb2A,Broder Café,2508 SE Clinton St,Portland,OR,97255,45.50318,-122.6401499,4.5,1286,"Coffee & Tea, Restaurants, Scandinavian, Food, Breakfast & Brunch"
9977,XB5Ju7P1K1yXFTTABbl6fQ,Starbucks,"925 Lloyd Ctr, C114",Portland,OR,97232,45.53233,-122.6550175314,3.0,26,"Food, Coffee & Tea"
10844,X8vXfiwcm5WrQ2vPkKwM8Q,Stumptown Coffee Roasters,4525 SE Division St,Portland,OR,97206,45.5054509,-122.6155623,4.0,308,"Coffee & Tea, Restaurants, Coffee Roasteries, Food, German"
5632,X5u1uZIkSiPiieTM0nbcyg,Starbucks,7000 NE Airport Way,Portland,OR,97218,45.58914697,-122.593303,2.5,18,"Food, Coffee & Tea"
3778,X4c1XOCTMySFuNdRaJ-TWA,Sharif's Coffee,51 NE Holladay St,Portland,OR,97232,45.5301311,-122.6689337,3.0,9,"Food, Coffee & Tea"
139,X3bKIX-3uk9970bNst49tA,Bijou Cafe,132 SW 3rd Ave,Portland,OR,97204,45.5216220854,-122.6735773769,4.0,854,"Cafes, American (New), Breakfast & Brunch, Nightlife, French, Bars, Restaurants, Cocktail Bars, Beer Bar"
10302,X0fFxUbh5267gat0tjvJSg,Capitol Coffee House and Bistro,6446 SW Capitol Hwy,Portland,OR,97239,45.4776036,-122.6992882,3.5,11,"Food, American (Traditional), Restaurants, Breakfast & Brunch, Coffee & Tea"
1960,X-gfdg_O3b9Z88QSyh-fig,Caffe Mingo,807 NW 21st Ave,Portland,OR,97209,45.5287211816,-122.6948621589,4.0,227,"Cafes, American (New), Italian, Restaurants"
10665,Wxh-ybNLiyv6XCYuV11K1A,Java Station,12505 NW Cornell Rd,Portland,OR,97229,45.526393,-122.805441,4.5,5,"Restaurants, Coffee & Tea, Food"
3649,WvaUC7a6ZWdw5bI1t0UIrQ,World Cup Coffee and Tea,"EcoTrust Building, 721 NW 9th Ave, Ste 175",Portland,OR,97209,45.5283326,-122.6803996,3.0,8,"Coffee & Tea, Food, Restaurants"
881,Wrc6THRzxzAHMMW_MwZ3dA,Better Half,25 N Fremont St,Portland,OR,97227,45.5484053,-122.6670277,5.0,20,"Food, Coffee & Tea, Sandwiches, Restaurants, Specialty Food, Breakfast & Brunch, Cafes"
7328,WnHXB-n61VyNvRRHToLFDA,Morning Brewtender,621 SW 5th Ave,Portland,OR,97204,45.5193058,-122.6775619,4.0,9,"Donuts, Juice Bars & Smoothies, Bagels, Food, Coffee & Tea"
9748,WhJOeBwayM3ol86Pzm8wtw,Ascendant Beer Company,412 NW 5th Ave,Portland,OR,97209,45.5261943,-122.6752338,4.0,228,"Bars, Pubs, Brewpubs, Nightlife, Arts & Entertainment, Gastropubs, Coffee & Tea, American (New), Music Venues, Breweries, Food, Restaurants"
471,Wd8Zaf8R5rE9Uu040BMDtA,Noho's Hawaiian Cafe,4627 NE Fremont St,Portland,OR,97213,45.5484463,-122.6154426,4.0,277,"Restaurants, Hawaiian, Cafes"
3665,WYzHX1nep2w25RewRR322w,Clive Coffee,79 SE Taylor St,Portland,OR,97214,45.515334,-122.6651714,4.0,48,"Food, Home & Garden, Appliances, Kitchen & Bath, Coffee & Tea, Shopping"
6757,WXT8bk6gx4bwAcYF-1p25A,Dutch Bros Coffee,2110 NW 23rd Ave,Portland,OR,97210,45.53787,-122.6986484257,4.5,40,"Desserts, Food, Juice Bars & Smoothies, Coffee & Tea"
1258,WX-qAox2J4qpRekhMNc-KQ,Kat's Crepes,7401 SW Bridgeport Rd,Portland,OR,97224,45.3936976,-122.7538394,3.5,7,"Cafes, Restaurants, Creperies"
4347,WUpk0DrN_GVZG4F6ktKtyQ,Common Grounds Coffeehouse,4321 SE Hawthorne Blvd,Portland,OR,97215,45.512208,-122.6178261,4.0,156,"Coffee & Tea, Food, Restaurants, Breakfast & Brunch"
5231,WSzdde7CtiAcpRsIRbogEA,Bamboo Grove,134 SE Taylor St,Portland,OR,97214,45.5148797,-122.6639884,4.5,5,"Specialty Schools, Active Life, Education, Art Galleries, Coffee & Tea, Shopping, Arts & Entertainment, Event Planning & Services, Venues & Event Spaces, Food"
7802,WQ_ne8nSD3RbudqLKaFhRw,Acme Coffee Company,1431 SE 40th Ave,Portland,OR,97214,45.512382,-122.621805,4.0,6,"Coffee & Tea, Food"
4822,WGaZjTDWCc3hwOsVWOXQHw,Limbo,211 SW 9th Ave,Portland,OR,97205,45.5227419,-122.6802574,5.0,11,"Specialty Food, Food, Coffee & Tea, Herbs & Spices, Juice Bars & Smoothies"
2411,W9LZXATLIwwcWXMgE4FFpw,Back to Eden Bakery,2217 NE Alberta St,Portland,OR,97211,45.5591669019,-122.6424604231,4.5,694,"Vegan, Gluten-Free, Cafes, Restaurants, Food, Vegetarian, Bakeries"
6855,W7VsbLdfz0yDsO99DzxeaQ,Madrona Hill Cafe,5937 N Greeley Ave,Portland,OR,97217,45.5662666,-122.6957656,4.5,51,"Bakeries, Coffee & Tea, Restaurants, Sandwiches, Cafes, Food"
16,W4S9PIWTfRlW2lwPPunFvg,f&b cafe and catering,2701 NW Vaughn St,Portland,OR,97210,45.5375748,-122.7083825,2.5,11,"Cafes, American (Traditional), Restaurants"
8790,W3eWUMuBSB4v9bSZkGGt5A,Good Coffee,1150 SE 12th Ave,Portland,OR,97214,45.514783,-122.653731,4.5,155,"Food, Coffee & Tea"
2551,W2S_pkqkcVIoRQx42HDduw,22 Below,1728 SW Jefferson St,Portland,OR,97201,45.5177098417,-122.69215535,3.5,129,"Food, Desserts, Cafes, Restaurants, Bubble Tea, Ice Cream & Frozen Yogurt"
4908,W0h4C15iPR_58UlEY49FTg,Starbucks,"100 SW Main St, Ste 125",Portland,OR,97204,45.515165,-122.675912,3.5,20,"Food, Coffee & Tea"
9751,VuIIAjc0GOb0veec5bhy7Q,Prince Coffee,4523 NE Fremont St,Portland,OR,97213,45.5484377759,-122.6174508286,4.0,43,"Food, Coffee & Tea"
7320,VqyyZJYrVJNy_GnJUHnPnA,Speedboat Coffee,5115 SE Foster Rd,Portland,OR,97206,45.4962965,-122.6095818,4.5,92,"Bagels, Food, Coffee & Tea"
4765,VncQSsETuuTSC5Iz9kl1gQ,Alma Chocolate,140 NE 28th Ave,Portland,OR,97232,45.5242153,-122.6370827,4.5,105,"Specialty Food, Bakeries, Chocolatiers & Shops, Food, Coffee & Tea, Desserts"
387,VlGuTlebXMEqU8GRlG-iaw,Airport Cafe,"6135 NE 80th Ave, Ste A1",Portland,OR,97218,45.5676636,-122.5810366,4.5,53,"Sandwiches, Breakfast & Brunch, American (New), American (Traditional), Cafes, Restaurants"
2651,VfiPBPW4dxTkuadZmllj2Q,Vibe Cafe,"2808 NE M L King Blvd, Ste B",Portland,OR,97212,45.5435799,-122.6613404,3.5,29,"Local Services, Sandwiches, Internet Cafes, Laundry Services, Dry Cleaning & Laundry, Cafes, Restaurants, Food"
6860,VV6EaDSVl32Ywbnsng63pA,7-Eleven,4643 NE Sandy Blvd,Portland,OR,97213,45.5386077183,-122.6153558493,3.5,7,"Convenience Stores, Automotive, Food, Gas Stations, Coffee & Tea, Grocery"
5303,VSeMO5i6N0zQclM-F51rEw,Starbucks,1510 NE Broadway,Portland,OR,97232,45.5349093,-122.650293,4.0,22,"Food, Coffee & Tea"
8767,VPX7CyIpdRk_tsAcs_xl3Q,Utopia Cafe,3308 SE Belmont St,Portland,OR,97214,45.5163247,-122.6306885,4.0,152,"Restaurants, Salad, Food, Breakfast & Brunch, Coffee & Tea"
6848,VK5nDEoeUmBhDtCPf4-YCQ,McDonald's,18320 SE Stark St,Portland,OR,97233,45.518671,-122.4747361,2.0,33,"Fast Food, Coffee & Tea, Food, Restaurants, Burgers"
6872,VJLzAMBoG9NvpYRs7HwYGw,Tin Man Coffee,4703 SE Hawthorne Blvd,Portland,OR,97215,45.5120442,-122.6140555,4.0,11,"Coffee & Tea, Bakeries, Food"
3352,VJJ3_oNesS9bvIlayL0kQA,The Waypost,3120 N Williams Ave,Portland,OR,97227,45.5457673181,-122.6664848478,4.0,115,"Mexican, Bars, Arts & Entertainment, Coffee & Tea, Food, Restaurants, Tacos, Nightlife, Pubs, Tex-Mex, Music Venues, Sandwiches, Vegan"
8685,VF7riFMZ5IuYh8hvlaDChg,Alotto Gelato,931 NW 23rd Ave,Portland,OR,97210,45.5296074,-122.6987766,4.0,173,"Food, Gelato, Ice Cream & Frozen Yogurt, Coffee & Tea"
10342,V2Pw6CgISnMJPifOtg0NMQ,7-Eleven,4606 N Channel Ave,Portland,OR,97217,45.5567736483,-122.7017122507,3.5,5,"Coffee & Tea, Food, Convenience Stores"
4541,V1E1VKA8xb_ybnKW86RCaw,Cloud Seven Cafe,901 NW 10th Ave,Portland,OR,97209,45.5295068,-122.6814966,4.0,51,"Coffee & Tea, Food"
5720,V-qFRWc2Gv6bb-mcDz5QYw,Cup Coffee,7540 N Interstate Ave,Portland,OR,97217,45.577812,-122.681694,4.5,144,"Sandwiches, Coffee & Tea, Restaurants, Breakfast & Brunch, Food"
10466,Ux4IU7_y2arv3TU5hn-_HA,Grendel's Coffee House,729 E Burnside,Portland,OR,97214,45.5231383,-122.6580135,4.0,152,"Food, Restaurants, Coffee & Tea"
10359,Uwpkem3C_8EU_or4NxyVbA,Invasion Cafe,412 SW 4th Avenue,Portland,OR,97204,45.5202433,-122.6755087,3.5,14,"Coffee & Tea, Food"
10187,UuEZ29ZoOxEFgXAZch7LNA,Willamette's End Coffee,5003A N Lombard St,Portland,OR,97203,45.5812358,-122.7199203,5.0,27,"Food, Desserts, Coffee & Tea"
4861,Uu8fBihZK_4orpDQU3C2xQ,Fleur De Lis Bakery & Cafe,3930 NE Hancock St,Portland,OR,97212,45.5362458,-122.622119,3.5,196,"Food, Bakeries, Coffee & Tea, Restaurants, Cafes"
9185,UrWmc5XMmIzOs168kYwBMQ,Radiant,9620 SW Barbur Blvd,Portland,OR,97219,45.4547916,-122.7156236,4.0,5,"Food, Coffee & Tea, Vegan, Breakfast & Brunch, Restaurants"
1799,Ur7o-5FviIC9YmJqsGKR6A,Soro Soro Coffee & Dessert,"2250 E Burnside St, Unit C",Portland,OR,97214,45.5226763,-122.6424134,4.5,175,"Cafes, Korean, Coffee & Tea, Desserts, Bakeries, Restaurants, Food"
5943,UqOeU1G-7djFHqYy8OyxUA,World Cup Coffee & Tea,1005 W Burnside St,Portland,OR,97209,45.523078,-122.681931,3.0,36,"Food, Coffee & Tea"
3168,Un6u2cECyV4nZb_HGZ-uTA,Tin Shed Garden Cafe,1438 NE Alberta St,Portland,OR,97211,45.558987,-122.650876,4.0,1736,"Breakfast & Brunch, Gluten-Free, Beer, Wine & Spirits, American (New), American (Traditional), Vegetarian, Coffee & Tea, Burgers, Restaurants, Food"
8283,UlPy1ytrMrJOqi0z-seDAw,Teavana,700 SW 5th Ave,Portland,OR,97204,45.5181725837,-122.6775153506,3.0,20,"Shopping, Coffee & Tea, Food"
4217,UdEokmmuwdQHQQYTq7XBIA,Starbucks,7000 NE Airport Way Mb 23,Portland,OR,97218,45.588711,-122.59583,2.5,25,"Coffee & Tea, Food"
5708,UcvTXXBO2CKA5auE8Q-QxA,Magpie Bakery,5235 NE Sandy Blvd,Portland,OR,97213,45.5406578075,-122.6093822345,4.0,5,"Food Trucks, Food, Breakfast & Brunch, Coffee & Tea, Restaurants, Bakeries"
8175,Uc-gni-vpJwMiPZGWC0f6g,Casa Tolteca,422 NW 8th Ave,Portland,OR,97209,45.5262825,-122.6782585,4.0,16,"Nightlife, Coffee & Tea, Caterers, Restaurants, Event Planning & Services, Food, Bars, Cocktail Bars, Venues & Event Spaces, Mexican, Tapas Bars"
5631,USkiGKvEpk06A_IUChPEYQ,Starbucks,"10413 SE 82nd Ave, Ste A",Portland,OR,97086,45.4478936,-122.579438,3.5,9,"Food, Coffee & Tea"
7726,UQidINFXKf8I88Y4JAe-Pg,Outer Darkness Donuts,2039 SE Clinton St,Portland,OR,97202,45.5035147,-122.6448096,4.5,10,"Donuts, Food, Nightlife, Bars, Coffee & Tea, Restaurants, Cocktail Bars, Breakfast & Brunch"
8979,UJ8rChwpJP7BV8zkRops_A,Miller's Homestead,17933 SW McEwan Rd,Portland,OR,97224,45.3954126,-122.7454016,3.5,195,"Coffee & Tea, American (Traditional), Food, Breakfast & Brunch, Restaurants"
10894,UHIzBjcG0ZiNWDAUWDHiSQ,The Little Store,8998 SW Leahy Rd,Portland,OR,97225,45.5158029,-122.7693694,3.5,21,"Delis, Restaurants, Coffee Roasteries, Convenience Stores, Food, Ice Cream & Frozen Yogurt"
8609,UEx00mIXL9Go_DPLuiKzkg,Starbucks,525 NE Grand Ave,Portland,OR,97232,45.526926,-122.660859,2.5,49,"Food, Coffee & Tea"
7655,Tzuf9hwyB9WR5ba3xMmy4Q,Promise Land Cafe,3513 NE Martin Luther King Jr Blvd,Portland,OR,97212,45.5485076,-122.6618658,5.0,108,"Restaurants, Food, Mediterranean, Salad, Coffee & Tea, Seafood"
594,TuWLCpHRY_EuX0b0xMpFDA,Tiny's Coffee South East,1412 SE 12th Ave,Portland,OR,97214,45.512586,-122.6535315,3.5,110,"Restaurants, Breakfast & Brunch, Coffee & Tea, Food, Sandwiches, Cafes"
118,TuKZnuq5q3C565SUC6dmEw,Nespresso Boutique,"9585 SW Washington Sq Rd, Space H13",Portland,OR,97223,45.4502551,-122.7813094,3.0,31,"Food, Cafes, Coffee Roasteries, Restaurants, Coffee & Tea"
4094,TsnGuezIKyQah8YoeXFCkg,Rose City Coffee - Sellwood,7325 SE Milwaukie Ave,Portland,OR,97202,45.4713506,-122.6486381,4.5,71,"Cafes, Restaurants, Food, Desserts, Coffee & Tea"
7150,Ti5Ns6Tl2sqopu3UVMfEKA,Cathedral Park Restaurant,6635 N Baltimore Ave,Portland,OR,97203,45.5888534,-122.7611088,3.5,91,"Coffee & Tea, Diners, Breakfast & Brunch, Hotels & Travel, Restaurants, Food, American (New), Tapas/Small Plates, Sandwiches, Latin American, Mexican, Bed & Breakfast"
804,TgzcqZG17YYodFZdPTsjGw,Biscuits Cafe,"4744 NW Bethany Blvd, B-1",Portland,OR,97229,45.5531335,-122.8351689,3.0,109,"Food, Desserts, American (Traditional), Cafes, Restaurants, Breakfast & Brunch"
4010,Tc9jiT5LnAVldHvjfvXtDw,The Coffee Shop,4712 SW Scholls Ferry Rd,Portland,OR,97225,45.4856481168,-122.74987,5.0,31,"Coffee & Tea, Restaurants, Breakfast & Brunch, Food, Juice Bars & Smoothies, Beer, Wine & Spirits"
453,TZkgxKEzwjBK2rqN3IBhFg,Seattle's Best Coffee,1100 SW 6th Ave,Portland,OR,97204,45.515945,-122.679733,3.5,9,"Coffee & Tea, Food, Cafes, Restaurants"
10796,TTcMHJ723b7LWerfaCnQvw,Nossa Familia Coffee,1633 SE 3rd Ave,Portland,OR,97214,45.5112733,-122.6628254,4.5,26,"Restaurants, Coffee Roasteries, Food, Coffee & Tea, Cafes, Breakfast & Brunch"
10924,TPymHiqphLGwXv37OwQ2-w,Ristretto Roasters Coffee,555 NE Couch St,Portland,OR,97232,45.5236528,-122.6598274,4.0,87,"Restaurants, Desserts, Coffee Roasteries, Cafes, Coffee & Tea, Food"
10789,TLaB-QjeUJNJlROYqLC87g,Ristretto Roasters Coffee,1320 SW Broadway St,Portland,OR,97201,45.5148804,-122.6814559,4.5,7,"Coffee Roasteries, Restaurants, Coffee & Tea, Cafes, Food"
8080,TH_pZAMpGIJInR_VLeuvew,Spielman Bagels & Coffee,7713 SW Capitol Hwy,Portland,OR,97219,45.4686944,-122.7108343,3.0,42,"Bagels, Coffee Roasteries, Restaurants, Food, Coffee & Tea, Event Planning & Services, Caterers, Breakfast & Brunch"
5178,TF5-UMkJuueGHJVkDGOJlg,Sip & Kranz,901 NW 10th Ave,Portland,OR,97209,45.5295068,-122.6814966,3.5,47,"Event Planning & Services, Restaurants, Food, Venues & Event Spaces, Coffee & Tea"
7143,TCx3vm9ScV8pyzsVYjRc0w,The Arrow Coffeehouse,"4943 NE Martin Luther King Jr Blvd, Ste 101",Portland,OR,97211,45.5589934,-122.6617989134,4.5,87,"Bakeries, Coffee & Tea, Breakfast & Brunch, Restaurants, Cafes, Food"
5946,TCOsqzcZG4X6XsKn0OT4Ww,Starbucks,4633 NE Fremont St,Portland,OR,97213,45.548396,-122.615301,4.0,20,"Food, Coffee & Tea"
10486,TCGKZneKoQZxD7LV90gyww,Bowery Bagels,310 NW Broadway,Portland,OR,97209,45.5254251,-122.6773777,3.5,206,"Restaurants, Breakfast & Brunch, Sandwiches, Food, Bagels, Coffee & Tea"
3858,TAOeBz0pbaVdnr2zwmuXsA,The Black Cat Cafe,1203 NE Alberta St,Portland,OR,97211,45.5591167,-122.6536102,3.0,44,"Beer, Wine & Spirits, Food, Bars, Coffee & Tea, Restaurants, Sandwiches, Nightlife"
8230,T3v7qUxBpeT7dqMRwT0uNA,Gaia Java,9113 SW Barbur Blvd,Portland,OR,97219,45.4590185,-122.7095383,4.0,5,"Food, Coffee & Tea"
5654,Szjujj2ei3NYkk1_OnCF8w,Open Space Cafe,2815 SE Holgate Blvd,Portland,OR,97202,45.4905503,-122.6372274,3.0,32,"Restaurants, Breakfast & Brunch, Coffee & Tea, Food"
7823,Svx9EwvoWYbvUVwMdBQ4HA,Pazzoria,627 SW Washington St,Portland,OR,97205,45.5207787,-122.6784312,4.5,51,"Bakeries, Food, Italian, Desserts, Restaurants, Coffee & Tea, Sandwiches"
5317,SoPFu_3LgFbMd-KMrVucuw,Caffe Umbria,303 NW 12th Ave,Portland,OR,97209,45.5252092,-122.6834506,4.0,226,"Restaurants, Food, Italian, Coffee & Tea, Desserts, Ice Cream & Frozen Yogurt"
2950,Snv8sVh-6kulyIkFiaDPfQ,Citizen Baker,1089 NE Grand Ave,Portland,OR,97232,45.5306892,-122.6608139,3.5,98,"Cafes, Restaurants, Food, Bakeries, Desserts"
7847,SkTSc_zV8NWDq8Ad0ooctg,New Seasons Market - Slabtown,2170 NW Raleigh St,Portland,OR,97210,45.533760005,-122.6962301508,4.0,72,"Delis, Food, Coffee & Tea, Organic Stores, Sandwiches, Restaurants, Latin American, Grocery, Specialty Food, Health Markets"
1548,Sji-ssgpVVH-44oWzd1-lA,Cooper's Coffee,1515 SE Water Ave,Portland,OR,97214,45.5116887302,-122.6660611309,3.0,37,"Breakfast & Brunch, Bagels, Food, Coffee & Tea, Restaurants, Sandwiches, Cafes"
4169,ShILLkCk8UZ3H5qJVC5bKA,Via Delizia,1105 NW Marshall St,Portland,OR,97209,45.5309412492,-122.6825786443,4.0,291,"Coffee & Tea, Mediterranean, Gelato, Restaurants, Breakfast & Brunch, Italian, Food, Ice Cream & Frozen Yogurt"
9378,SdnJuGi1mQhoCh7UgncfxQ,Fuller's Coffee Shop,136 NW 9th Ave,Portland,OR,97209,45.5242928,-122.6797846,4.0,378,"American (Traditional), Diners, Breakfast & Brunch, Coffee & Tea, Food, Restaurants"
2404,SatR4ZoHPG-y2SFmSmOu_g,Monti's Cafe,8600 SE Stark St,Portland,OR,97216,45.5189245,-122.5744778,3.5,29,"Restaurants, Coffee & Tea, Cafes, Food"
4882,S_-jhk6BfWimKRxmPoEwTA,Da-Pressed Coffee Cart,SE 43rd and Belmont,Portland,OR,97215,45.516568,-122.617783,4.0,29,"Coffee & Tea, Food Stands, Food, Restaurants"
6978,STNGeHKiJzxBxzE8PkUcxw,Hot Bikini Brew,645 SE Madison St,Portland,OR,97214,45.513546,-122.65891,4.5,17,"Coffee & Tea, Food"
6498,SRccbcO5mCsnEDsl098MjQ,Elephants on Wheels,625 SW 5th Ave,Portland,OR,97204,45.5192228,-122.6773476,4.5,6,"Food Stands, Restaurants, Food, Coffee & Tea, Sandwiches, Soup, Food Trucks, Street Vendors"
8,SRHQEF2-VPS_dl1_ZDH0gA,Laughing Planet,4110 SE Woodstock Blvd,Portland,OR,97255,45.4789575,-122.6202643,3.5,155,"Juice Bars & Smoothies, Cafes, Mexican, Vegetarian, Restaurants, American (New), Food, Vegan, Salad"
3763,SHJTY1y2g8IV9ftpgeCKmw,Pine Street Market,126 SW 2nd Ave,Portland,OR,97204,45.5215004,-122.6724068,4.5,390,"Ramen, Coffee & Tea, Bars, Pubs, Nightlife, Specialty Food, Japanese, Restaurants, Food Court, American (Traditional), Food, Juice Bars & Smoothies"
2583,SFlW5bhzlWSYiN06-BCyMA,Jory Coffee,3845 N Mississippi Ave,Portland,OR,97227,45.5505291,-122.6758686,4.5,33,"Breakfast & Brunch, Food, Restaurants, Cafes, Coffee & Tea, Coffee Roasteries"
5975,SEoYoXdmRI3vvC-otMBO0Q,Lauretta Jean's,SW 6th And Pine Ave,Portland,OR,97205,45.5223988,-122.6768457,4.5,104,"Restaurants, Desserts, Coffee & Tea, Food, Mediterranean, Bakeries"
10929,SEdDIeXN4ndpVFQXDAs8ug,Stumptown Coffee Roasters,3356 SE Belmont St,Portland,OR,97214,45.5163076,-122.6297004,4.0,211,"Local Flavor, Food, Desserts, Coffee & Tea, Coffee Roasteries"
548,S9oBR9GuuCtIEVlZmAv3FQ,Schmooze Cafe,2250 E Burnside St,Portland,OR,97214,45.522642,-122.642405,4.5,5,"Restaurants, Cafes, Breakfast & Brunch, American (New)"
5677,S56_u0CH3YEYIVLDcvE0cg,Carioca Bowls,1645 NW 21st Ave,Portland,OR,97209,45.534517,-122.6960067,4.5,27,"Acai Bowls, Food, Vegetarian, Gluten-Free, Coffee & Tea, Juice Bars & Smoothies, Restaurants"
7583,S3_BWk82Aoiunr5EXe0fJw,Starbucks,13485 NW Cornell Rd,Portland,OR,97229,45.527983,-122.814367,3.5,5,"Coffee & Tea, Food"
9152,RrktHhi9cUH_mZ4S2GWpXw,Dutch Bros Coffee,8169 NE Air Cargo Rd,Portland,OR,97218,45.5797598,-122.5751834,4.5,42,"Juice Bars & Smoothies, Coffee & Tea, Food"
1130,RoCop_-H4YHp6kn2cNXrJg,Pattie's Home Plate Cafe,8501 N Lombard St,Portland,OR,97203,45.5901507,-122.7539354,3.0,94,"Cafes, Breakfast & Brunch, Cards & Stationery, Arts & Crafts, Costumes, Art Supplies, Event Planning & Services, Flowers & Gifts, Local Flavor, Restaurants, American (Traditional), Shopping, Diners"
4605,Rn1_0J6qcl5_kF_y7pVzUg,Guilder,"2393 NE Fremont St, Ste B",Portland,OR,97212,45.5484155,-122.6414144,4.5,82,"Restaurants, Coffee Roasteries, Food, Coffee & Tea, Nightlife, Breakfast & Brunch, Bars, Beer, Wine & Spirits, Cocktail Bars"
4451,RmupNEK58gqHDKclzSpjmg,Blend Coffee House & Cafe,2327 E Burnside St,Portland,OR,97214,45.52284,-122.642167,4.5,18,"Food, Coffee & Tea, Bagels"
4296,RltNuGoRFizg5v2y7A8qdg,Happy Espresso,8409 SE 45th Ave,Portland,OR,97222,45.462892367,-122.6160118913,4.0,6,"Food, Restaurants, Coffee & Tea, Sandwiches, Breakfast & Brunch, Juice Bars & Smoothies"
5111,RlRDnjZjQuS08SSJj6qsrw,Fillmore Coffee,7201 NE Glisan St,Portland,OR,97213,45.526691,-122.588346,4.0,121,"Vegan, Coffee & Tea, Bagels, Restaurants, Food, Pizza, Vegetarian"
10811,RiS6Mxf2baNOLyeyrxbqrA,Sandino Brothers Coffee,7238 SE Foster Rd,Portland,OR,97206,45.4859677,-122.5883266,4.5,15,"Coffee & Tea, Food, Coffee Roasteries"
7367,RhURHUNCGjkL01LWa-M7pg,Marsee Baking,1625 SE Bybee Blvd,Portland,OR,97202,45.473862,-122.6492009,3.5,42,"Sandwiches, Coffee & Tea, Restaurants, Bagels, Delis, Bakeries, Food"
8071,RdjdXBQ1PEKTekEtWfdLSw,McDonald's,7487 N Ida Ave,Portland,OR,97203,45.586873,-122.738907,1.5,36,"Fast Food, Burgers, Food, Coffee & Tea, Restaurants"
4762,RdYZ3h5Q6q_bCvnTjQh59Q,Groundwork Coffee Co.,308 SW 1st Ave,Portland,OR,97204,45.5201245,-122.6719842,4.5,5,"Bakeries, Cafes, Food, Restaurants, Coffee & Tea, Breakfast & Brunch, Sandwiches"
10574,Rac972QaCB7JMYYKg3_5eg,Munchkin Playland,18335 NW W Union Rd,Portland,OR,97229,45.5590127,-122.865426,4.5,107,"Coffee & Tea, Active Life, Playgrounds, Child Care & Day Care, Local Services, Event Planning & Services, Restaurants, Party & Event Planning, Food, Venues & Event Spaces, Cafes"
2748,R_Us8KeoK7_7zKpahq_qsg,The Doner Haus,3710 Mississippi St,Portland,OR,97227,45.5498674,-122.6752191,3.5,28,"German, Food Delivery Services, Cafes, Restaurants, Food, Food Trucks"
8338,RUU__-hV-niqMxZugyiGNQ,Starbucks,2803 East Burnside,Portland,OR,97214,45.523018,-122.6371208506,4.0,23,"Coffee & Tea, Food"
5034,RT1ZqWKVIDuk166b_aeH8w,Songbird,6839 SE Belmont St,Portland,OR,97215,45.5170897,-122.5923393,3.5,98,"American (New), Breakfast & Brunch, Nightlife, Lounges, Cocktail Bars, Food, Coffee & Tea, Bars, Diners, Restaurants"
7134,RSvNB89-EiW4IHU0LYh2GQ,First Cup Coffeehouse,4103 SE Woodstock Blvd,Portland,OR,97202,45.4795035,-122.6199799,4.0,118,"Food, Coffee & Tea, Restaurants, Cafes, Gluten-Free, Bagels, Bakeries"
1863,RNIIkDG_52LEruZfR3SBtw,Kings Hookah Lounge,8826 SE Stark St,Portland,OR,97216,45.5187922,-122.5723647,5.0,7,"Hookah Bars, Cafes, Restaurants, Nightlife, Bars"
7522,RCW747c0w8D9MHmZP1jmPA,Cafe Rio,2190 W Burnside St,Portland,OR,97210,45.5230916,-122.6962086,4.5,27,"Breakfast & Brunch, Internet Cafes, Restaurants, Juice Bars & Smoothies, Coffee & Tea, Gluten-Free, Food, Cafes"
